name;0.4.26;0.4.26opt;0.5.17;0.5.17opt;0.6.12;0.6.12opt;0.7.6;0.7.6opt;0.8.24;0.8.24opt
uint160modzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
uint160modzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint160modzerope;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint160modzeropevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint160truncinline;1461501637330902918203684832716283019655932542975;1461501637330902918203684832716283019655932542975;1461501637330902918203684832716283019655932542975;1461501637330902918203684832716283019655932542975;1461501637330902918203684832716283019655932542975;1461501637330902918203684832716283019655932542975;1461501637330902918203684832716283019655932542975;1461501637330902918203684832716283019655932542975;Compiler Error;Compiler Error
uint160truncvariable;1461501637330902918203684832716283019655932542975;1461501637330902918203684832716283019655932542975;1461501637330902918203684832716283019655932542975;1461501637330902918203684832716283019655932542975;1461501637330902918203684832716283019655932542975;1461501637330902918203684832716283019655932542975;1461501637330902918203684832716283019655932542975;1461501637330902918203684832716283019655932542975;1461501637330902918203684832716283019655932542975;1461501637330902918203684832716283019655932542975
uint160assignmentinline;1461501637330902918203684832716283019655932542975;1461501637330902918203684832716283019655932542975;1461501637330902918203684832716283019655932542975;1461501637330902918203684832716283019655932542975;1461501637330902918203684832716283019655932542975;1461501637330902918203684832716283019655932542975;1461501637330902918203684832716283019655932542975;1461501637330902918203684832716283019655932542975;Compiler Error;Compiler Error
uint160assignmentvariable;1461501637330902918203684832716283019655932542975;1461501637330902918203684832716283019655932542975;1461501637330902918203684832716283019655932542975;1461501637330902918203684832716283019655932542975;1461501637330902918203684832716283019655932542975;1461501637330902918203684832716283019655932542975;1461501637330902918203684832716283019655932542975;1461501637330902918203684832716283019655932542975;Compiler Error;Compiler Error
uint168ofpp;0;0;0;0;0;0;0;0;revert;revert
uint168ofpe;0;0;0;0;0;0;0;0;revert;revert
uint168ofadd;0;0;0;0;0;0;0;0;revert;revert
uint168ofte;374144419156711147060143317175368453031918731001854;374144419156711147060143317175368453031918731001854;374144419156711147060143317175368453031918731001854;374144419156711147060143317175368453031918731001854;374144419156711147060143317175368453031918731001854;374144419156711147060143317175368453031918731001854;374144419156711147060143317175368453031918731001854;374144419156711147060143317175368453031918731001854;revert;revert
uint168ofmul;374144419156711147060143317175368453031918731001854;374144419156711147060143317175368453031918731001854;374144419156711147060143317175368453031918731001854;374144419156711147060143317175368453031918731001854;374144419156711147060143317175368453031918731001854;374144419156711147060143317175368453031918731001854;374144419156711147060143317175368453031918731001854;374144419156711147060143317175368453031918731001854;revert;revert
uint168ofexp;1;1;1;1;1;1;1;1;revert;revert
uint168ufmm;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;revert;revert
uint168ufme;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;revert;revert
uint168ufsub;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;revert;revert
uint168divzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
uint168divzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint168divzerose;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint168divzerosevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint168modzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
uint168modzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint168modzerope;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint168modzeropevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint168truncinline;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;Compiler Error;Compiler Error
uint168truncvariable;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855
uint168assignmentinline;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;Compiler Error;Compiler Error
uint168assignmentvariable;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;374144419156711147060143317175368453031918731001855;Compiler Error;Compiler Error
uint176ofpp;0;0;0;0;0;0;0;0;revert;revert
uint176ofpe;0;0;0;0;0;0;0;0;revert;revert
uint176ofadd;0;0;0;0;0;0;0;0;revert;revert
uint176ofte;95780971304118053647396689196894323976171195136475134;95780971304118053647396689196894323976171195136475134;95780971304118053647396689196894323976171195136475134;95780971304118053647396689196894323976171195136475134;95780971304118053647396689196894323976171195136475134;95780971304118053647396689196894323976171195136475134;95780971304118053647396689196894323976171195136475134;95780971304118053647396689196894323976171195136475134;revert;revert
uint176ofmul;95780971304118053647396689196894323976171195136475134;95780971304118053647396689196894323976171195136475134;95780971304118053647396689196894323976171195136475134;95780971304118053647396689196894323976171195136475134;95780971304118053647396689196894323976171195136475134;95780971304118053647396689196894323976171195136475134;95780971304118053647396689196894323976171195136475134;95780971304118053647396689196894323976171195136475134;revert;revert
uint176ofexp;1;1;1;1;1;1;1;1;revert;revert
uint176ufmm;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;revert;revert
uint176ufme;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;revert;revert
uint176ufsub;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;revert;revert
uint176divzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
uint176divzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint176divzerose;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint176divzerosevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint176modzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
uint176modzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint176modzerope;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint176modzeropevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint176truncinline;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;Compiler Error;Compiler Error
uint176truncvariable;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135
uint176assignmentinline;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;Compiler Error;Compiler Error
uint176assignmentvariable;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;95780971304118053647396689196894323976171195136475135;Compiler Error;Compiler Error
uint184ofpp;0;0;0;0;0;0;0;0;revert;revert
uint184ofpe;0;0;0;0;0;0;0;0;revert;revert
uint184ofadd;0;0;0;0;0;0;0;0;revert;revert
uint184ofte;24519928653854221733733552434404946937899825954937634814;24519928653854221733733552434404946937899825954937634814;24519928653854221733733552434404946937899825954937634814;24519928653854221733733552434404946937899825954937634814;24519928653854221733733552434404946937899825954937634814;24519928653854221733733552434404946937899825954937634814;24519928653854221733733552434404946937899825954937634814;24519928653854221733733552434404946937899825954937634814;revert;revert
uint184ofmul;24519928653854221733733552434404946937899825954937634814;24519928653854221733733552434404946937899825954937634814;24519928653854221733733552434404946937899825954937634814;24519928653854221733733552434404946937899825954937634814;24519928653854221733733552434404946937899825954937634814;24519928653854221733733552434404946937899825954937634814;24519928653854221733733552434404946937899825954937634814;24519928653854221733733552434404946937899825954937634814;revert;revert
uint184ofexp;1;1;1;1;1;1;1;1;revert;revert
uint184ufmm;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;revert;revert
uint184ufme;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;revert;revert
uint184ufsub;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;revert;revert
uint184divzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
uint184divzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint184divzerose;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint184divzerosevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint184modzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
uint184modzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint184modzerope;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint184modzeropevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint184truncinline;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;Compiler Error;Compiler Error
uint184truncvariable;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815
uint184assignmentinline;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;Compiler Error;Compiler Error
uint184assignmentvariable;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;24519928653854221733733552434404946937899825954937634815;Compiler Error;Compiler Error
uint192ofpp;0;0;0;0;0;0;0;0;revert;revert
uint192ofpe;0;0;0;0;0;0;0;0;revert;revert
uint192ofadd;0;0;0;0;0;0;0;0;revert;revert
uint192ofte;6277101735386680763835789423207666416102355444464034512894;6277101735386680763835789423207666416102355444464034512894;6277101735386680763835789423207666416102355444464034512894;6277101735386680763835789423207666416102355444464034512894;6277101735386680763835789423207666416102355444464034512894;6277101735386680763835789423207666416102355444464034512894;6277101735386680763835789423207666416102355444464034512894;6277101735386680763835789423207666416102355444464034512894;revert;revert
uint192ofmul;6277101735386680763835789423207666416102355444464034512894;6277101735386680763835789423207666416102355444464034512894;6277101735386680763835789423207666416102355444464034512894;6277101735386680763835789423207666416102355444464034512894;6277101735386680763835789423207666416102355444464034512894;6277101735386680763835789423207666416102355444464034512894;6277101735386680763835789423207666416102355444464034512894;6277101735386680763835789423207666416102355444464034512894;revert;revert
uint192ofexp;1;1;1;1;1;1;1;1;revert;revert
uint192ufmm;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;revert;revert
uint192ufme;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;revert;revert
uint192ufsub;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;revert;revert
uint192divzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
uint192divzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint192divzerose;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint192divzerosevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint192modzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
uint192modzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint192modzerope;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint192modzeropevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint192truncinline;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;Compiler Error;Compiler Error
uint192truncvariable;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895
uint192assignmentinline;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;Compiler Error;Compiler Error
uint192assignmentvariable;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;6277101735386680763835789423207666416102355444464034512895;Compiler Error;Compiler Error
uint200ofpp;0;0;0;0;0;0;0;0;revert;revert
uint200ofpe;0;0;0;0;0;0;0;0;revert;revert
uint200ofadd;0;0;0;0;0;0;0;0;revert;revert
uint200ofte;1606938044258990275541962092341162602522202993782792835301374;1606938044258990275541962092341162602522202993782792835301374;1606938044258990275541962092341162602522202993782792835301374;1606938044258990275541962092341162602522202993782792835301374;1606938044258990275541962092341162602522202993782792835301374;1606938044258990275541962092341162602522202993782792835301374;1606938044258990275541962092341162602522202993782792835301374;1606938044258990275541962092341162602522202993782792835301374;revert;revert
uint200ofmul;1606938044258990275541962092341162602522202993782792835301374;1606938044258990275541962092341162602522202993782792835301374;1606938044258990275541962092341162602522202993782792835301374;1606938044258990275541962092341162602522202993782792835301374;1606938044258990275541962092341162602522202993782792835301374;1606938044258990275541962092341162602522202993782792835301374;1606938044258990275541962092341162602522202993782792835301374;1606938044258990275541962092341162602522202993782792835301374;revert;revert
uint200ofexp;1;1;1;1;1;1;1;1;revert;revert
uint200ufmm;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;revert;revert
uint200ufme;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;revert;revert
uint200ufsub;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;revert;revert
uint200divzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
uint200divzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint200divzerose;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint200divzerosevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint200modzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
uint200modzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint200modzerope;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint200modzeropevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint200truncinline;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;Compiler Error;Compiler Error
uint200truncvariable;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375
uint200assignmentinline;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;Compiler Error;Compiler Error
uint200assignmentvariable;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;1606938044258990275541962092341162602522202993782792835301375;Compiler Error;Compiler Error
uint208ofpp;0;0;0;0;0;0;0;0;revert;revert
uint208ofpe;0;0;0;0;0;0;0;0;revert;revert
uint208ofadd;0;0;0;0;0;0;0;0;revert;revert
uint208ofte;411376139330301510538742295639337626245683966408394965837152254;411376139330301510538742295639337626245683966408394965837152254;411376139330301510538742295639337626245683966408394965837152254;411376139330301510538742295639337626245683966408394965837152254;411376139330301510538742295639337626245683966408394965837152254;411376139330301510538742295639337626245683966408394965837152254;411376139330301510538742295639337626245683966408394965837152254;411376139330301510538742295639337626245683966408394965837152254;revert;revert
uint208ofmul;411376139330301510538742295639337626245683966408394965837152254;411376139330301510538742295639337626245683966408394965837152254;411376139330301510538742295639337626245683966408394965837152254;411376139330301510538742295639337626245683966408394965837152254;411376139330301510538742295639337626245683966408394965837152254;411376139330301510538742295639337626245683966408394965837152254;411376139330301510538742295639337626245683966408394965837152254;411376139330301510538742295639337626245683966408394965837152254;revert;revert
uint208ofexp;1;1;1;1;1;1;1;1;revert;revert
uint208ufmm;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;revert;revert
uint208ufme;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;revert;revert
uint208ufsub;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;revert;revert
uint208divzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
uint208divzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint208divzerose;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint208divzerosevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint208modzero;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error;Compiler Error
uint208modzerovariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint208modzerope;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint208modzeropevariable;revert;revert;revert;revert;revert;revert;revert;revert;revert;revert
uint208truncinline;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;Compiler Error;Compiler Error
uint208truncvariable;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255
uint208assignmentinline;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;Compiler Error;Compiler Error
uint208assignmentvariable;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;411376139330301510538742295639337626245683966408394965837152255;Compiler Error;Compiler Error
uint216ofpp;0;0;0;0;0;0;0;0;revert;revert
